,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
1143,Brighton,Champion,4,h,2640000.0,S,Hodges,2016,11.2,3186.0,4.0,2.0,2.0,848.0,246.0,1975.0,Bayside,-37.9234,145.0042,Southern Metropolitan,10579.0
1145,Brighton,Church,1,u,671000.0,S,Buxton,2016,11.2,3186.0,1.0,1.0,1.0,70.0,74.0,1980.0,Bayside,-37.9194,145.0003,Southern Metropolitan,10579.0
1146,Brighton,Hampton,4,t,2250000.0,SP,Marshall,2016,11.2,3186.0,4.0,2.0,2.0,230.0,281.0,2012.0,Bayside,-37.9237,145.0056,Southern Metropolitan,10579.0
1147,Brighton,Huntingfield,3,h,2900000.0,S,Nick,2016,11.2,3186.0,3.0,1.0,1.0,659.0,161.0,1942.0,Bayside,-37.919,144.9953,Southern Metropolitan,10579.0
1153,Brighton,Wolseley,4,h,2405000.0,S,RT,2016,11.2,3186.0,4.0,1.0,2.0,695.0,142.0,1970.0,Bayside,-37.9262,144.9969,Southern Metropolitan,10579.0
1154,Brighton,Chelsea,3,u,1352500.0,S,hockingstuart,2016,11.2,3186.0,2.0,2.0,1.0,280.0,110.0,1993.0,Bayside,-37.91,144.989,Southern Metropolitan,10579.0
1156,Brighton,Dendy,5,h,3105000.0,S,Marshall,2016,11.2,3186.0,4.0,2.0,2.0,1045.0,304.0,1930.0,Bayside,-37.9205,145.0012,Southern Metropolitan,10579.0
1160,Brighton,Rusden,4,h,1500000.0,VB,Hodges,2016,11.2,3186.0,3.0,2.0,1.0,549.0,195.0,1990.0,Bayside,-37.8869,144.9982,Southern Metropolitan,10579.0
1161,Brighton East,Balfour,4,h,1940000.0,S,hockingstuart,2016,10.7,3187.0,4.0,2.0,2.0,682.0,240.0,1960.0,Bayside,-37.9205,145.0122,Southern Metropolitan,6938.0
1162,Brighton East,Marriage,4,h,1850000.0,S,Nick,2016,10.7,3187.0,4.0,2.0,2.0,617.0,268.0,1940.0,Bayside,-37.9187,145.007,Southern Metropolitan,6938.0
1163,Brighton East,South,3,h,930000.0,SP,Marshall,2016,10.7,3187.0,3.0,1.0,1.0,329.0,117.0,1930.0,Bayside,-37.9317,145.0218,Southern Metropolitan,6938.0
1164,Brighton East,Centre,4,h,1310000.0,PI,hockingstuart,2016,10.7,3187.0,4.0,3.0,2.0,618.0,213.0,2008.0,Bayside,-37.9162,145.0219,Southern Metropolitan,6938.0
1166,Brighton East,Milroy,4,h,2504000.0,S,Marshall,2016,10.7,3187.0,4.0,2.0,2.0,674.0,183.0,1950.0,Bayside,-37.9022,145.0125,Southern Metropolitan,6938.0
1170,Brighton East,Centre,2,h,1445000.0,S,Biggin,2017,10.7,3187.0,2.0,1.0,1.0,649.0,126.0,1940.0,Bayside,-37.9153,145.0142,Southern Metropolitan,6938.0
1173,Brighton East,Meyer,4,h,1825000.0,PI,Buxton,2016,10.7,3187.0,4.0,3.0,2.0,594.0,594.0,1973.0,Bayside,-37.9029,145.0118,Southern Metropolitan,6938.0
1174,Brighton East,Robinson,5,h,1700000.0,VB,Marshall,2016,10.7,3187.0,4.0,2.0,1.0,994.0,274.0,1935.0,Bayside,-37.9187,145.0187,Southern Metropolitan,6938.0
1175,Brighton East,Thomas,5,h,1400000.0,VB,Buxton,2016,10.7,3187.0,4.0,3.0,4.0,824.0,235.0,1930.0,Bayside,-37.9091,145.0245,Southern Metropolitan,6938.0
1178,Brighton East,Marriage,3,h,1500000.0,S,Nick,2016,10.7,3187.0,3.0,2.0,2.0,315.0,228.0,2000.0,Bayside,-37.9199,145.0174,Southern Metropolitan,6938.0
1181,Brighton East,Billson,3,h,1400000.0,VB,Marshall,2016,10.7,3187.0,3.0,1.0,3.0,613.0,182.0,1950.0,Bayside,-37.9177,145.0143,Southern Metropolitan,6938.0
1183,Brighton East,Hodder,5,h,1600000.0,PI,RT,2016,10.7,3187.0,5.0,2.0,2.0,616.0,245.0,1945.0,Bayside,-37.9084,145.0221,Southern Metropolitan,6938.0
1184,Brighton East,Margaret,2,h,1780000.0,SP,Buxton,2016,10.7,3187.0,4.0,3.0,2.0,635.0,119.0,1935.0,Bayside,-37.9205,145.0102,Southern Metropolitan,6938.0
1185,Brighton East,South,5,h,1200000.0,VB,hockingstuart,2016,10.7,3187.0,5.0,2.0,5.0,775.0,270.0,1920.0,Bayside,-37.932,145.0284,Southern Metropolitan,6938.0
1186,Brighton East,South,2,u,775000.0,S,Buxton,2016,10.7,3187.0,2.0,1.0,1.0,112.0,90.0,1960.0,Bayside,-37.9306,145.0284,Southern Metropolitan,6938.0
1187,Brighton East,Vincent,3,h,1480000.0,S,hockingstuart,2016,10.7,3187.0,3.0,2.0,2.0,697.0,143.0,1925.0,Bayside,-37.9269,145.0274,Southern Metropolitan,6938.0
1189,Brighton East,South,3,h,1590000.0,S,Marshall,2016,10.7,3187.0,3.0,3.0,2.0,481.0,244.0,2012.0,Bayside,-37.931,145.0198,Southern Metropolitan,6938.0
1190,Brighton East,Hornby,4,h,2840000.0,S,Hodges,2016,10.7,3187.0,5.0,2.0,2.0,999.0,274.0,1972.0,Bayside,-37.9135,145.0189,Southern Metropolitan,6938.0
1193,Brighton East,Thomas,2,h,1000000.0,PI,Biggin,2016,10.7,3187.0,2.0,1.0,2.0,564.0,131.0,1948.0,Glen Eira,-37.9143,145.0238,Southern Metropolitan,6938.0
1195,Brighton East,Holmhurst,4,h,1700000.0,PI,Buxton,2016,10.7,3187.0,4.0,3.0,4.0,708.0,275.0,1950.0,Bayside,-37.9299,145.015,Southern Metropolitan,6938.0
1198,Brighton East,Thomas,5,h,3207000.0,S,hockingstuart,2016,10.7,3187.0,5.0,5.0,3.0,1561.0,272.0,1969.0,Bayside,-37.9102,145.0245,Southern Metropolitan,6938.0
1199,Brighton East,Hemming,3,u,880000.0,S,Buxton,2017,10.7,3187.0,3.0,2.0,2.0,304.0,34.0,1990.0,Bayside,-37.9308,145.0316,Southern Metropolitan,6938.0
1200,Brighton East,South,4,h,1920000.0,S,Nick,2017,10.7,3187.0,4.0,1.0,1.0,1000.0,203.0,1960.0,Bayside,-37.931,145.0163,Southern Metropolitan,6938.0
1201,Brighton East,Alexander,3,h,1301000.0,SP,Buxton,2016,10.7,3187.0,3.0,2.0,2.0,401.0,121.0,1926.0,Bayside,-37.9062,145.0173,Southern Metropolitan,6938.0
1203,Brighton East,Lucas,5,h,2550000.0,S,Buxton,2016,10.7,3187.0,5.0,3.0,2.0,915.0,233.0,1960.0,Bayside,-37.9231,145.0104,Southern Metropolitan,6938.0
1204,Brighton East,Carrington,5,h,1915000.0,S,Buxton,2016,10.7,3187.0,5.0,2.0,0.0,645.0,238.0,1970.0,Bayside,-37.9175,145.0116,Southern Metropolitan,6938.0
1205,Brighton East,Thomas,4,h,1650000.0,SA,hockingstuart,2016,10.7,3187.0,5.0,3.0,2.0,598.0,212.0,1948.0,Bayside,-37.9075,145.0248,Southern Metropolitan,6938.0
1206,Brighton East,Marriage,4,h,1530000.0,S,RT,2016,10.7,3187.0,2.0,2.0,1.0,603.0,177.0,1920.0,Bayside,-37.9187,145.0071,Southern Metropolitan,6938.0
1208,Brighton East,Baird,4,h,2050000.0,SP,Marshall,2016,10.7,3187.0,4.0,2.0,4.0,678.0,233.0,1940.0,Bayside,-37.9255,145.0118,Southern Metropolitan,6938.0
1209,Brighton East,Camperdown,5,h,2550000.0,PI,RT,2016,10.7,3187.0,5.0,3.0,2.0,551.0,346.0,2016.0,Bayside,-37.9176,145.009,Southern Metropolitan,6938.0
1210,Brighton East,Camperdown,2,u,905000.0,S,Hodges,2016,10.7,3187.0,2.0,1.0,2.0,189.0,93.0,1980.0,Bayside,-37.9172,145.0072,Southern Metropolitan,6938.0
1211,Brighton East,Elizabeth,3,h,1355000.0,S,C21,2016,10.7,3187.0,3.0,1.0,2.0,759.0,151.0,1930.0,Bayside,-37.9057,145.0166,Southern Metropolitan,6938.0
1212,Brighton East,Farmer,2,h,1845000.0,S,Buxton,2016,10.7,3187.0,2.0,1.0,2.0,604.0,145.0,1950.0,Bayside,-37.9268,145.0094,Southern Metropolitan,6938.0
1214,Brighton East,Tuxen,5,h,2050000.0,PI,RT,2016,10.7,3187.0,5.0,3.0,3.0,669.0,309.0,1970.0,Bayside,-37.9289,145.0284,Southern Metropolitan,6938.0
1217,Brighton East,Agnew,3,h,1710000.0,S,hockingstuart,2016,10.7,3187.0,4.0,3.0,2.0,435.0,228.0,1915.0,Bayside,-37.91,145.0113,Southern Metropolitan,6938.0
1220,Brighton East,Robinson,3,t,1300000.0,PI,Buxton,2016,10.7,3187.0,3.0,2.0,2.0,337.0,222.0,2000.0,Bayside,-37.9196,145.0205,Southern Metropolitan,6938.0
1222,Brighton East,Arnold,4,h,2200000.0,PI,Buxton,2016,10.7,3187.0,4.0,2.0,2.0,654.0,286.0,2000.0,Bayside,-37.9292,145.0236,Southern Metropolitan,6938.0
1225,Brighton East,Robinson,4,h,2150000.0,S,Buxton,2016,10.7,3187.0,4.0,3.0,2.0,614.0,225.0,1970.0,Bayside,-37.9186,145.0175,Southern Metropolitan,6938.0
1232,Brighton East,Hornby,1,t,681000.0,SP,Buxton,2016,10.7,3187.0,2.0,1.0,1.0,166.0,60.0,2012.0,Bayside,-37.9159,145.019,Southern Metropolitan,6938.0
1234,Brighton East,Thomas,2,h,1310000.0,S,Buxton,2016,10.7,3187.0,4.0,3.0,2.0,302.0,250.0,2018.0,Glen Eira,-37.9182,145.0231,Southern Metropolitan,6938.0
1235,Brighton East,Centre,1,u,340000.0,VB,Buxton,2017,10.7,3187.0,1.0,1.0,1.0,0.0,57.0,1950.0,Bayside,-37.9164,145.0228,Southern Metropolitan,6938.0
1240,Brighton East,Dendy,2,u,692000.0,S,Buxton,2016,10.7,3187.0,2.0,1.0,1.0,74.0,66.0,1960.0,Bayside,-37.9207,145.0079,Southern Metropolitan,6938.0
1241,Brighton East,Hodder,4,t,1367000.0,S,McGrath,2016,10.7,3187.0,4.0,2.0,2.0,315.0,4.0,2000.0,Bayside,-37.9078,145.0222,Southern Metropolitan,6938.0
1242,Brighton East,Cluden,2,u,903000.0,S,Hodges,2016,10.7,3187.0,2.0,1.0,1.0,171.0,101.0,1970.0,Bayside,-37.9125,145.0114,Southern Metropolitan,6938.0
1243,Brighton East,Montgomery,4,h,2820000.0,S,Buxton,2016,10.7,3187.0,4.0,4.0,4.0,509.0,337.0,1960.0,Bayside,-37.9172,145.0214,Southern Metropolitan,6938.0
1244,Brighton East,Summerhill,2,h,1813000.0,S,Buxton,2016,10.7,3187.0,2.0,1.0,2.0,660.0,117.0,1930.0,Bayside,-37.9179,145.0127,Southern Metropolitan,6938.0
1245,Brighton East,Tuxen,5,h,1655000.0,S,Buxton,2016,10.7,3187.0,5.0,2.0,2.0,679.0,288.0,1950.0,Bayside,-37.9291,145.0283,Southern Metropolitan,6938.0
1246,Brighton East,Arnot,3,t,1230000.0,S,hockingstuart,2016,10.7,3187.0,3.0,2.0,2.0,297.0,193.0,1980.0,Bayside,-37.9124,145.0132,Southern Metropolitan,6938.0
1247,Brighton East,Bruce,4,h,1389000.0,S,Buxton,2016,10.7,3187.0,4.0,1.0,2.0,656.0,150.0,1930.0,Bayside,-37.9027,145.0225,Southern Metropolitan,6938.0
1250,Brighton East,Were,4,h,2310000.0,S,Buxton,2016,10.7,3187.0,4.0,2.0,2.0,757.0,130.0,1930.0,Bayside,-37.9266,145.0088,Southern Metropolitan,6938.0
1253,Brighton East,Hurlstone,2,t,1014000.0,S,Buxton,2016,10.7,3187.0,2.0,1.0,1.0,267.0,131.0,1990.0,Bayside,-37.9055,145.0173,Southern Metropolitan,6938.0
1255,Brunswick,Victoria,2,h,1026000.0,S,Nelson,2016,5.2,3056.0,2.0,1.0,0.0,225.0,108.0,1905.0,Moreland,-37.7676,144.9665,Northern Metropolitan,11918.0
1256,Brunswick,Blair,4,h,1802500.0,S,Jellis,2016,5.2,3056.0,4.0,3.0,1.0,238.0,93.0,1910.0,Moreland,-37.7713,144.9643,Northern Metropolitan,11918.0
1257,Brunswick,Hardy,4,h,1500000.0,VB,Nelson,2016,5.2,3056.0,4.0,3.0,1.0,365.0,209.0,1890.0,Moreland,-37.7624,144.9671,Northern Metropolitan,11918.0
1258,Brunswick,Stewart,4,h,2230000.0,S,Nelson,2017,5.2,3056.0,4.0,2.0,3.0,851.0,287.0,1940.0,Moreland,-37.7637,144.9662,Northern Metropolitan,11918.0
1260,Brunswick,Brickworks,2,u,410000.0,S,Ray,2016,5.2,3056.0,2.0,1.0,1.0,0.0,66.0,2000.0,Moreland,-37.7695,144.9528,Northern Metropolitan,11918.0
1261,Brunswick,De,1,u,272500.0,PI,Walshe,2016,5.2,3056.0,1.0,1.0,1.0,0.0,40.0,1970.0,Moreland,-37.762,144.9647,Northern Metropolitan,11918.0
1262,Brunswick,Donald,3,h,680000.0,PI,Nelson,2016,5.2,3056.0,3.0,3.0,1.0,81.0,100.0,2016.0,Moreland,-37.7575,144.9647,Northern Metropolitan,11918.0
1263,Brunswick,Austin,2,u,400000.0,S,Jellis,2016,5.2,3056.0,2.0,1.0,1.0,0.0,61.0,1970.0,Moreland,-37.7608,144.968,Northern Metropolitan,11918.0
1264,Brunswick,Blyth,3,h,950000.0,SP,Jellis,2016,5.2,3056.0,3.0,1.0,0.0,170.0,96.0,1910.0,Moreland,-37.7661,144.9691,Northern Metropolitan,11918.0
1267,Brunswick,Gold,2,h,845500.0,S,Nelson,2016,5.2,3056.0,2.0,1.0,1.0,179.0,90.0,1890.0,Moreland,-37.7742,144.9542,Northern Metropolitan,11918.0
1269,Brunswick,Mitchell,2,t,605000.0,PI,Jellis,2016,5.2,3056.0,2.0,1.0,1.0,0.0,78.0,2009.0,Moreland,-37.7588,144.9646,Northern Metropolitan,11918.0
1271,Brunswick,Staley,2,u,445000.0,S,Walshe,2016,5.2,3056.0,2.0,1.0,1.0,0.0,61.0,1975.0,Moreland,-37.7643,144.9638,Northern Metropolitan,11918.0
1272,Brunswick,Albion,2,u,659500.0,S,Walshe,2016,5.2,3056.0,2.0,1.0,1.0,100.0,85.0,1970.0,Moreland,-37.7601,144.9581,Northern Metropolitan,11918.0
1273,Brunswick,Barkly,2,u,600000.0,S,Nelson,2016,5.2,3056.0,2.0,1.0,1.0,0.0,75.0,2011.0,Moreland,-37.777,144.9703,Northern Metropolitan,11918.0
1277,Brunswick,Albion,4,h,1115000.0,PI,Jellis,2016,5.2,3056.0,4.0,1.0,0.0,264.0,139.0,1900.0,Moreland,-37.7611,144.9677,Northern Metropolitan,11918.0
1278,Brunswick,Eveline,3,h,1125000.0,S,Jellis,2016,5.2,3056.0,3.0,1.0,1.0,278.0,91.0,1910.0,Moreland,-37.7701,144.9633,Northern Metropolitan,11918.0
1279,Brunswick,Osborne,3,h,855000.0,S,Nelson,2016,5.2,3056.0,3.0,1.0,1.0,229.0,97.0,1930.0,Moreland,-37.7622,144.9586,Northern Metropolitan,11918.0
1281,Brunswick,Thistle,3,t,940000.0,S,Ray,2016,5.2,3056.0,3.0,2.0,1.0,186.0,140.0,2016.0,Moreland,-37.7581,144.9514,Northern Metropolitan,11918.0
1283,Brunswick,Charles,2,t,750000.0,PI,Nelson,2016,5.2,3056.0,2.0,2.0,1.0,118.0,88.0,2013.0,Moreland,-37.7723,144.9643,Northern Metropolitan,11918.0
1284,Brunswick,Davies,2,h,1056000.0,S,Nelson,2016,5.2,3056.0,2.0,1.0,1.0,315.0,108.0,1910.0,Moreland,-37.757,144.9697,Northern Metropolitan,11918.0
1286,Brunswick,Evans,3,u,880000.0,S,Dingle,2016,5.2,3056.0,3.0,2.0,1.0,122.0,152.0,2000.0,Moreland,-37.7697,144.9649,Northern Metropolitan,11918.0
1287,Brunswick,MacKenzie,3,h,1222500.0,S,Nelson,2016,5.2,3056.0,3.0,1.0,0.0,331.0,126.0,1890.0,Moreland,-37.7619,144.959,Northern Metropolitan,11918.0
1291,Brunswick,Hope,3,t,955000.0,S,Nelson,2017,5.2,3056.0,3.0,2.0,2.0,327.0,110.0,2007.0,Moreland,-37.7636,144.9559,Northern Metropolitan,11918.0
1296,Brunswick,Donald,2,u,587000.0,SP,Jellis,2016,5.2,3056.0,2.0,1.0,1.0,114.0,65.0,1970.0,Moreland,-37.758,144.9667,Northern Metropolitan,11918.0
1297,Brunswick,Evans,3,h,1060000.0,S,Nelson,2016,5.2,3056.0,3.0,1.0,0.0,257.0,121.0,1935.0,Moreland,-37.7704,144.9695,Northern Metropolitan,11918.0
1299,Brunswick,Victoria,2,h,890000.0,S,Jellis,2016,5.2,3056.0,2.0,1.0,1.0,199.0,93.0,1900.0,Moreland,-37.7676,144.9659,Northern Metropolitan,11918.0
1302,Brunswick,Jones,2,t,685000.0,SP,Jellis,2016,5.2,3056.0,2.0,2.0,1.0,0.0,100.0,2002.0,Moreland,-37.7617,144.9642,Northern Metropolitan,11918.0
1305,Brunswick,Murdock,3,h,976000.0,S,Jellis,2016,5.2,3056.0,3.0,2.0,1.0,240.0,162.0,2005.0,Moreland,-37.756,144.9587,Northern Metropolitan,11918.0
1306,Brunswick,Pottery,3,t,641000.0,SP,RW,2016,5.2,3056.0,3.0,2.0,1.0,0.0,112.0,1900.0,Moreland,-37.7703,144.9533,Northern Metropolitan,11918.0
1307,Brunswick,Albion,2,h,770000.0,S,Nelson,2016,5.2,3056.0,2.0,1.0,0.0,152.0,87.0,1910.0,Moreland,-37.7611,144.966,Northern Metropolitan,11918.0
1308,Brunswick,Albion,1,u,279500.0,S,Walshe,2016,5.2,3056.0,1.0,1.0,1.0,0.0,51.0,1970.0,Moreland,-37.7597,144.9548,Northern Metropolitan,11918.0
1309,Brunswick,Barkly,4,h,1800000.0,VB,Nelson,2016,5.2,3056.0,4.0,2.0,3.0,271.0,180.0,1900.0,Moreland,-37.7769,144.9691,Northern Metropolitan,11918.0
1310,Brunswick,Charles,4,h,1350000.0,S,Nelson,2016,5.2,3056.0,4.0,1.0,1.0,370.0,151.0,1940.0,Moreland,-37.7728,144.9639,Northern Metropolitan,11918.0
1311,Brunswick,Glenlyon,4,h,1320000.0,S,Nelson,2016,5.2,3056.0,4.0,2.0,1.0,281.0,156.0,1920.0,Moreland,-37.7722,144.9681,Northern Metropolitan,11918.0
1312,Brunswick,Albion,3,h,825000.0,S,Nelson,2016,5.2,3056.0,3.0,1.0,1.0,210.0,130.0,1900.0,Moreland,-37.7597,144.9545,Northern Metropolitan,11918.0
1316,Brunswick,Edward,3,h,1261000.0,S,Nelson,2016,5.2,3056.0,2.0,1.0,1.0,216.0,100.0,1910.0,Moreland,-37.7746,144.9697,Northern Metropolitan,11918.0
1317,Brunswick,Stewart,3,h,1045000.0,S,Jellis,2016,5.2,3056.0,3.0,1.0,2.0,222.0,105.0,1890.0,Moreland,-37.7642,144.969,Northern Metropolitan,11918.0
1318,Brunswick,Dods,3,u,1044000.0,S,Jellis,2016,5.2,3056.0,3.0,1.0,1.0,0.0,85.0,2000.0,Moreland,-37.773,144.9624,Northern Metropolitan,11918.0
1319,Brunswick,Brunswick,3,h,1050000.0,SP,Nelson,2016,5.2,3056.0,3.0,1.0,1.0,239.0,126.0,1910.0,Moreland,-37.7776,144.963,Northern Metropolitan,11918.0
1320,Brunswick,Chambers,3,h,1691500.0,S,Nelson,2016,5.2,3056.0,3.0,2.0,3.0,470.0,152.0,1920.0,Moreland,-37.7788,144.9688,Northern Metropolitan,11918.0
1321,Brunswick,Davies,2,h,1075000.0,PI,Jellis,2016,5.2,3056.0,2.0,1.0,0.0,311.0,108.0,1930.0,Moreland,-37.7572,144.9687,Northern Metropolitan,11918.0
1323,Brunswick,Breese,2,u,501000.0,S,Nelson,2017,5.2,3056.0,2.0,1.0,1.0,1140.0,80.0,2010.0,Moreland,-37.7634,144.9616,Northern Metropolitan,11918.0
1324,Brunswick,Brunswick,3,h,1260000.0,S,Rendina,2017,5.2,3056.0,3.0,1.0,6.0,563.0,98.0,1960.0,Moreland,-37.7757,144.9505,Northern Metropolitan,11918.0
1325,Brunswick,Evans,3,h,1650000.0,S,Nelson,2017,5.2,3056.0,3.0,1.0,2.0,495.0,141.0,1920.0,Moreland,-37.7702,144.9672,Northern Metropolitan,11918.0
1326,Brunswick,Park,2,u,601000.0,S,Brad,2017,5.2,3056.0,2.0,1.0,1.0,0.0,57.0,1970.0,Moreland,-37.7778,144.9594,Northern Metropolitan,11918.0
1328,Brunswick,Sutherland,2,h,1015000.0,S,Nelson,2017,5.2,3056.0,2.0,1.0,0.0,453.0,86.0,1920.0,Moreland,-37.762,144.9547,Northern Metropolitan,11918.0
1329,Brunswick,Ballarat,1,t,625000.0,PI,Jellis,2016,5.2,3056.0,1.0,1.0,1.0,82.0,114.0,1930.0,Moreland,-37.7661,144.9614,Northern Metropolitan,11918.0
1330,Brunswick,Black,3,h,1700000.0,S,Collins,2016,5.2,3056.0,3.0,2.0,1.0,0.0,195.0,1945.0,Moreland,-37.7763,144.9597,Northern Metropolitan,11918.0
1332,Brunswick,De,2,u,435000.0,SP,Jellis,2016,5.2,3056.0,2.0,1.0,1.0,0.0,57.0,1973.0,Moreland,-37.7597,144.9655,Northern Metropolitan,11918.0
1335,Brunswick,Barkly,5,h,2500000.0,S,Jellis,2016,5.2,3056.0,5.0,2.0,2.0,555.0,266.0,1890.0,Moreland,-37.7767,144.9645,Northern Metropolitan,11918.0
1336,Brunswick,Dawson,2,h,860000.0,PI,Jellis,2016,5.2,3056.0,2.0,1.0,1.0,298.0,88.0,1910.0,Moreland,-37.7704,144.9504,Northern Metropolitan,11918.0
1337,Brunswick,De,2,u,491000.0,S,Jellis,2016,5.2,3056.0,2.0,1.0,1.0,1080.0,66.0,1960.0,Moreland,-37.7598,144.9655,Northern Metropolitan,11918.0
1341,Brunswick,Hanover,3,h,985000.0,S,Jellis,2016,5.2,3056.0,3.0,1.0,2.0,384.0,89.0,1940.0,Moreland,-37.7626,144.9535,Northern Metropolitan,11918.0
1342,Brunswick,Hanover,3,h,1250000.0,S,Ray,2016,5.2,3056.0,3.0,1.0,1.0,483.0,162.0,1890.0,Moreland,-37.7602,144.9543,Northern Metropolitan,11918.0
1344,Brunswick,Pottery,3,t,641000.0,SP,RW,2016,5.2,3056.0,3.0,2.0,1.0,0.0,112.0,1900.0,Moreland,-37.7703,144.9533,Northern Metropolitan,11918.0
1346,Brunswick,Cassels,3,h,860000.0,S,Ray,2016,5.2,3056.0,3.0,1.0,1.0,184.0,104.0,1890.0,Moreland,-37.7563,144.96,Northern Metropolitan,11918.0
1350,Brunswick,Percy,2,h,705000.0,S,Chambers,2016,5.2,3056.0,2.0,1.0,1.0,161.0,68.0,1910.0,Moreland,-37.7646,144.9586,Northern Metropolitan,11918.0
1352,Brunswick,Albion,3,h,880000.0,S,Nelson,2016,5.2,3056.0,3.0,1.0,1.0,264.0,117.0,1915.0,Moreland,-37.7603,144.9573,Northern Metropolitan,11918.0
1354,Brunswick,De,2,t,754000.0,S,Nelson,2016,5.2,3056.0,2.0,2.0,1.0,177.0,105.0,2000.0,Moreland,-37.7625,144.9653,Northern Metropolitan,11918.0
1356,Brunswick,Pottery,2,u,590000.0,S,Woodards,2016,5.2,3056.0,2.0,1.0,1.0,0.0,74.0,2004.0,Moreland,-37.7703,144.9533,Northern Metropolitan,11918.0
1357,Brunswick,Sydney,2,u,575000.0,S,Nelson,2016,5.2,3056.0,2.0,1.0,1.0,0.0,66.0,1950.0,Moreland,-37.7775,144.9607,Northern Metropolitan,11918.0
1359,Brunswick,Frederick,3,h,1510000.0,S,Nelson,2017,5.2,3056.0,3.0,1.0,0.0,325.0,150.0,1920.0,Moreland,-37.7621,144.9595,Northern Metropolitan,11918.0
1360,Brunswick,Heller,2,t,801000.0,S,Jellis,2017,5.2,3056.0,2.0,2.0,1.0,156.0,87.0,2007.0,Moreland,-37.7744,144.9498,Northern Metropolitan,11918.0
1361,Brunswick,Lobb,3,t,820000.0,SP,Jellis,2017,5.2,3056.0,3.0,2.0,2.0,4668.0,126.0,2011.0,Moreland,-37.7687,144.9649,Northern Metropolitan,11918.0
1362,Brunswick,Brunswick,1,u,370000.0,S,Jellis,2016,5.2,3056.0,1.0,1.0,1.0,540.0,45.0,1970.0,Moreland,-37.7766,144.9574,Northern Metropolitan,11918.0
1363,Brunswick,Frederick,3,h,1170000.0,S,Nelson,2016,5.2,3056.0,3.0,1.0,0.0,285.0,104.0,1890.0,Moreland,-37.7634,144.9593,Northern Metropolitan,11918.0
1364,Brunswick,Bell,4,h,1790000.0,S,Ray,2016,5.2,3056.0,3.0,1.0,1.0,416.0,129.0,1920.0,Moreland,-37.7737,144.965,Northern Metropolitan,11918.0
1365,Brunswick,Brunswick,3,t,640000.0,PI,Walshe,2016,5.2,3056.0,3.0,2.0,1.0,110.0,118.0,2000.0,Moreland,-37.7776,144.9691,Northern Metropolitan,11918.0
1367,Brunswick,Charles,4,h,1875000.0,S,Jellis,2016,5.2,3056.0,4.0,2.0,2.0,657.0,207.0,1958.0,Moreland,-37.7725,144.964,Northern Metropolitan,11918.0
1368,Brunswick,Garnet,3,h,1053000.0,S,Ray,2016,5.2,3056.0,3.0,1.0,1.0,343.0,1041.0,1925.0,Moreland,-37.7589,144.9529,Northern Metropolitan,11918.0
1369,Brunswick,William,3,t,705000.0,PI,Nelson,2016,5.2,3056.0,2.0,1.0,1.0,55.0,111.0,2012.0,Moreland,-37.7611,144.9622,Northern Metropolitan,11918.0
1372,Brunswick,Hall,4,h,1217000.0,S,Walshe,2016,5.2,3056.0,4.0,1.0,0.0,363.0,127.0,1920.0,Moreland,-37.7621,144.9506,Northern Metropolitan,11918.0
1373,Brunswick,Louisa,3,h,1020000.0,SP,Jellis,2016,5.2,3056.0,3.0,1.0,3.0,308.0,119.0,1943.0,Moreland,-37.7649,144.9641,Northern Metropolitan,11918.0
1375,Brunswick,Warburton,3,h,1340000.0,S,Nelson,2016,5.2,3056.0,3.0,1.0,1.0,316.0,132.0,1910.0,Moreland,-37.7741,144.9703,Northern Metropolitan,11918.0
1376,Brunswick,Denman,4,h,1410000.0,PI,Jellis,2016,5.2,3056.0,4.0,2.0,1.0,460.0,214.0,1916.0,Moreland,-37.7554,144.9544,Northern Metropolitan,11918.0
1377,Brunswick,Horne,3,h,1550000.0,S,Nelson,2016,5.2,3056.0,3.0,1.0,1.0,346.0,126.0,1900.0,Moreland,-37.7738,144.9695,Northern Metropolitan,11918.0
1378,Brunswick,Lobb,3,h,740000.0,PI,Nelson,2016,5.2,3056.0,3.0,2.0,1.0,4676.0,122.0,2010.0,Moreland,-37.7687,144.9649,Northern Metropolitan,11918.0
1380,Brunswick,Saxon,2,u,592500.0,S,Nelson,2016,5.2,3056.0,2.0,1.0,2.0,0.0,89.0,2002.0,Moreland,-37.7706,144.9608,Northern Metropolitan,11918.0
1382,Brunswick,Sydney,1,u,370000.0,S,Nelson,2016,5.2,3056.0,1.0,1.0,1.0,0.0,54.0,1965.0,Moreland,-37.7775,144.9607,Northern Metropolitan,11918.0
1383,Brunswick,Tinning,2,h,765000.0,S,Nelson,2016,5.2,3056.0,2.0,1.0,1.0,199.0,120.0,1880.0,Moreland,-37.759,144.9597,Northern Metropolitan,11918.0
1384,Brunswick,Cliff,1,h,772000.0,SP,Collins,2016,5.2,3056.0,1.0,1.0,1.0,147.0,82.0,1890.0,Moreland,-37.7643,144.9584,Northern Metropolitan,11918.0
1385,Brunswick,Glenlyon,3,h,1210000.0,S,Nelson,2016,5.2,3056.0,3.0,2.0,1.0,280.0,130.0,1890.0,Moreland,-37.7719,144.9661,Northern Metropolitan,11918.0
